application_id,customer_id,credit_score,ltv_ratio,loan_amount,tier,interest_rate,origination_date
22866,5159,800,0.6278,685658.85,B,6.98,2023-12-14
22867,7865,702,0.7781,615635.4,C,11.71,2022-01-26
22868,9923,801,0.5452,352265.34,C,5.29,2022-03-11
22869,4090,622,0.6853,896575.82,D,5.55,2022-11-20
22870,2473,789,0.6485,547209.35,A,13.86,2022-03-16
22871,11158,590,0.5059,181453.24,A,7.19,2023-11-04
22872,10470,795,0.7633,395567.56,A,12.26,2023-12-17
22873,12280,743,0.6491,879067.42,A,3.51,2023-02-08
22874,7451,804,0.6133,28440.02,A,8.95,2022-03-12
22875,2965,804,0.9017,839557.22,B,8.37,2023-08-02
22876,8105,825,0.6033,952128.58,A,3.86,2023-05-05
22877,1311,725,0.6825,372695.99,B,11.55,2023-03-08
22878,8347,770,0.9272,291939.5,C,6.93,2022-01-18
22879,2213,840,0.5361,174110.98,C,12.44,2022-08-18
22880,11446,595,0.9223,49606.85,B,6.01,2022-11-05
22881,9455,773,0.6756,679744.17,D,6.7,2023-03-15
22882,6793,588,0.8559,179246.49,A,4.35,2023-09-16
22883,9555,581,0.6602,895892.66,D,5.48,2023-07-03
22884,9130,663,0.687,461196.12,A,14.45,2022-08-01
22885,8704,788,0.697,973183.86,A,10.53,2022-11-29
22886,8379,637,0.9261,980033.6,A,12.73,2023-06-27
22887,1846,685,0.7476,802531.26,D,4.19,2022-06-13
22888,7661,715,0.5976,445356.05,B,8.71,2022-11-02
22889,1703,656,0.7752,467743.24,B,3.1,2022-08-05
22890,391,789,0.9003,951069.88,D,4.04,2023-09-30
22891,655,811,0.5965,730412.73,C,5.01,2022-06-25
22892,5836,704,0.6519,406653.26,D,10.98,2023-10-28
22893,4272,759,0.7572,863880.18,B,9.34,2023-03-09
22894,11014,793,0.9443,279100.55,C,13.13,2023-05-29
22895,8956,676,0.7094,937458.58,A,8.41,2023-02-25
22896,3401,828,0.763,250062.7,A,10.19,2022-04-04
22897,5320,800,0.5609,735692.56,B,10.54,2022-03-28
22898,11460,592,0.8412,650844.47,A,3.89,2022-08-07
22899,6733,670,0.5989,590400.2,B,13.43,2023-11-09
22900,6675,772,0.6476,473438.61,A,8.79,2023-05-09
22901,1086,778,0.8193,561970.85,A,11.27,2023-11-10
22902,5447,839,0.8207,695550.5,D,8.33,2023-08-14
22903,10122,643,0.6435,637051.54,D,9.76,2022-04-28
22904,4377,811,0.8826,283790.85,A,8.68,2022-02-16
22905,1964,806,0.8576,278974.48,B,10.92,2023-02-06
22906,9978,746,0.7771,652632.12,B,4.34,2022-03-30
22907,10467,830,0.5804,160932.24,B,10.7,2022-03-23
22908,10879,765,0.9072,975286.51,D,12.35,2023-01-11
22909,5178,828,0.7373,848313.45,D,3.8,2022-10-02
22910,11161,717,0.6694,458484.77,A,9.9,2022-10-01
22911,4573,688,0.9173,529748.96,B,3.91,2022-11-28
22912,7544,623,0.9372,360723.43,A,6.17,2023-06-25
22913,8908,780,0.8227,160899.78,A,5.94,2022-08-31
22914,243,683,0.8561,595556.35,D,13.85,2023-12-04
22915,6511,699,0.611,988909.41,A,5.64,2022-12-30
22916,3916,607,0.6165,171307.42,A,6.04,2022-07-09
22917,9716,686,0.7561,540752.46,A,8.19,2023-12-09
22918,838,607,0.9424,960574.56,B,4.02,2022-02-11
22919,3324,765,0.8345,982490.21,B,7.58,2022-07-24
22920,2954,774,0.8357,491065.31,D,10.08,2023-11-06
22921,9538,725,0.6159,82365.72,A,4.88,2022-12-01
22922,10616,839,0.6889,257520.38,D,14.19,2022-11-16
22923,10221,756,0.6541,706715.22,B,6.85,2022-11-14
22924,1433,707,0.636,78976.36,A,6.99,2023-10-29
22925,6855,685,0.829,641450.92,D,8.32,2023-11-26
22926,7656,790,0.5449,455896.01,D,6.23,2023-06-11
22927,8432,590,0.5744,188883.99,B,11.2,2023-09-10
22928,8331,596,0.6855,108580.7,A,7.45,2022-09-18
22929,11386,645,0.6362,686143.89,C,6.41,2023-07-27
22930,8612,692,0.9065,184323.15,A,4.09,2022-03-05
22931,304,711,0.5902,527497.84,A,11.48,2022-08-19
22932,2163,650,0.612,498094.92,B,9.48,2023-05-04
22933,6487,640,0.5801,676902.89,A,14.51,2023-06-09
22934,10219,823,0.8863,437004.11,A,5.01,2023-11-25
22935,4103,584,0.5909,916249.6,A,6.06,2023-04-21
22936,6875,600,0.6584,853904.17,A,13.75,2023-03-13
22937,10419,765,0.8012,819329.84,B,14.76,2023-04-15
22938,1169,788,0.5349,284516.54,B,4.9,2022-04-08
22939,416,810,0.8675,985099.17,A,4.62,2023-12-22
22940,10906,593,0.8178,528919.7,A,14.52,2023-12-06
22941,5244,658,0.6175,976862.79,A,14.58,2022-06-13
22942,150,761,0.6763,842559.94,B,13.16,2022-10-22
22943,10637,657,0.779,866273.13,D,9.98,2023-09-17
22944,6525,630,0.9259,708739.56,B,12.15,2022-08-25
22945,5900,836,0.7832,182087.4,A,12.33,2023-08-21
22946,839,597,0.6139,958441.23,A,7.61,2023-08-06
22947,6145,797,0.7171,406211.81,A,10.62,2022-04-10
22948,9889,679,0.7023,944145.91,A,14.28,2023-09-23
22949,10103,728,0.7397,878873.43,A,7.76,2022-09-18
22950,9614,734,0.7336,824185.04,B,6.19,2022-04-11
22951,7467,681,0.6638,18048.7,A,12.13,2022-12-02
22952,11194,694,0.8923,580858.74,A,14.29,2022-12-06
22953,1321,849,0.6486,251567.41,C,9.83,2023-01-16
22954,12228,671,0.7385,881724.44,D,10.61,2023-03-05
22955,1524,600,0.6174,704512.53,D,6.62,2022-10-27
22956,5235,699,0.6957,652213.71,B,7.74,2023-05-30
22957,12071,598,0.8066,905466.99,A,9.57,2022-03-11
22958,6145,603,0.841,302716.7,C,13.51,2022-08-14
22959,553,605,0.8628,116790.34,C,13.63,2023-02-15
22960,3757,732,0.8316,312316.27,C,10.77,2022-10-03
22961,3672,781,0.71,191668.51,A,9.76,2022-09-17
22962,482,718,0.5169,260116.82,B,9.65,2022-01-28
22963,600,603,0.736,570613.73,B,3.22,2022-07-02
22964,7678,591,0.5248,460810.45,C,10.73,2023-02-22
22965,9357,714,0.9349,981174.29,A,5.8,2022-05-20
22966,12425,660,0.6701,424291.23,A,6.45,2023-06-24
22967,9196,649,0.7267,160284.66,C,14.52,2022-07-17
22968,1983,783,0.5583,876129.4,C,6.23,2023-02-18
22969,1635,658,0.9481,283599.29,B,14.12,2023-04-04
22970,7831,778,0.7215,116774.19,A,9.03,2023-10-30
22971,2998,735,0.6342,662248.88,A,4.15,2022-08-21
22972,687,655,0.5869,263783.97,B,4.95,2023-12-25
22973,11607,798,0.7925,25829.39,B,5.03,2023-03-15
22974,5530,844,0.6963,666998.75,D,6.64,2022-09-01
22975,1760,628,0.6428,81673.73,C,7.46,2023-09-25
22976,7024,677,0.5043,12233.73,B,8.57,2023-02-11
22977,6209,600,0.5164,685410.77,A,9.96,2022-06-03
22978,7235,602,0.8121,458635.01,A,12.45,2023-11-10
22979,2481,717,0.7162,806389.34,B,6.2,2023-08-09
22980,9530,809,0.882,172667.47,A,7.03,2022-10-20
22981,7477,608,0.8391,515598.5,B,12.23,2022-03-15
22982,7771,600,0.758,124876.94,A,9.86,2023-02-08
22983,115,678,0.7524,415617.0,D,11.65,2023-10-11
22984,12150,642,0.8354,362808.16,D,11.02,2022-10-31
22985,569,712,0.8335,641821.44,B,5.2,2023-12-12
22986,9746,594,0.6505,627188.84,A,10.02,2023-07-10
22987,7952,684,0.5474,265631.9,A,13.12,2023-04-08
22988,2690,690,0.8473,60174.52,A,14.87,2023-11-06
22989,4591,690,0.6004,113731.19,A,3.93,2023-07-31
22990,3341,583,0.8561,913799.03,A,6.45,2023-02-26
22991,2989,731,0.7781,729307.74,B,3.07,2022-08-06
22992,3152,621,0.6611,942989.72,C,5.14,2023-04-22
22993,11720,605,0.8835,621549.33,A,11.0,2023-02-23
22994,3016,773,0.811,880496.98,C,8.41,2023-08-21
22995,9014,587,0.7453,775106.59,A,9.76,2023-12-13
22996,6346,652,0.6354,252305.86,A,3.97,2023-07-02
22997,3575,657,0.9438,752277.19,C,8.13,2023-10-06
22998,7839,727,0.8773,613289.52,D,5.34,2023-04-15
22999,11980,647,0.5615,178111.39,C,11.26,2023-03-19
23000,1609,762,0.8628,103172.04,A,8.04,2023-07-17
23001,560,664,0.5541,372995.99,A,10.92,2022-08-18
23002,6622,658,0.6115,589840.43,B,4.46,2023-01-18
23003,12256,618,0.9309,561124.1,D,4.38,2023-01-26
23004,7127,599,0.8915,486380.31,D,10.03,2022-11-25
23005,5566,649,0.7727,484010.62,B,13.7,2023-10-31
23006,4436,735,0.8146,26326.99,B,11.95,2023-05-05
23007,5651,696,0.5403,31367.15,A,12.66,2022-02-20
23008,8804,607,0.6496,413698.22,A,5.39,2022-12-09
23009,10356,677,0.6451,520022.91,A,9.11,2022-05-10
23010,1882,730,0.5147,678789.87,B,13.61,2022-08-21
23011,4170,601,0.8168,668568.73,B,14.24,2022-06-22
23012,3864,840,0.6384,985269.41,A,3.68,2022-08-05
23013,7437,639,0.7849,397880.74,D,4.91,2023-10-20
23014,3709,742,0.5123,135480.96,A,4.24,2022-08-25
23015,1710,693,0.5007,307966.33,C,5.03,2023-09-12
23016,7861,775,0.5765,768889.08,A,4.89,2022-04-30
23017,9954,624,0.8163,251419.46,C,8.69,2023-05-21
23018,1693,692,0.7719,819309.8,C,7.02,2023-07-14
23019,9438,758,0.5904,807996.0,C,3.97,2023-11-16
23020,126,849,0.7355,474518.74,B,6.87,2023-10-22
23021,1200,635,0.7786,732771.39,A,13.81,2022-09-01
23022,6093,846,0.9225,803192.54,A,8.55,2022-06-30
23023,2712,694,0.8431,729049.52,B,11.82,2022-07-05
23024,11639,746,0.5611,319612.76,D,5.88,2022-07-04
23025,9183,694,0.6216,178187.15,B,8.59,2022-11-24
23026,11258,659,0.6816,128043.46,D,13.6,2023-10-08
23027,9714,608,0.5474,963792.93,D,13.76,2022-03-09
23028,6229,621,0.7499,103538.65,A,4.8,2023-12-30
23029,5996,698,0.9082,446461.44,B,7.03,2023-03-07
23030,8183,641,0.6379,110610.92,C,7.08,2022-10-27
23031,5503,734,0.9431,796849.05,B,6.5,2023-09-18
23032,5761,768,0.6122,557604.86,A,7.97,2022-08-31
23033,5583,683,0.7125,183955.85,D,8.59,2023-10-23
23034,2499,636,0.6544,960102.18,B,9.35,2023-06-23
23035,2566,751,0.6387,849875.22,B,3.51,2023-07-16
23036,6990,735,0.67,135693.59,B,5.8,2022-08-23
23037,4791,744,0.5146,815146.55,D,10.75,2022-09-28
23038,10790,648,0.7394,845974.9,B,10.97,2022-03-17
23039,5025,637,0.8336,774081.18,A,10.29,2023-02-10
23040,8308,786,0.8887,357636.34,D,5.47,2022-08-13
23041,1032,664,0.646,263955.05,A,8.01,2023-07-18
23042,1242,680,0.7477,529670.03,D,9.3,2023-05-17
23043,1743,830,0.9018,479504.96,A,5.08,2023-11-30
23044,5710,799,0.8599,587827.66,C,14.45,2023-07-19
23045,6000,739,0.7088,423808.08,B,9.53,2023-07-13
23046,11831,766,0.5742,218637.23,B,3.78,2022-09-07
23047,4091,666,0.7512,574509.19,B,12.32,2023-02-10
23048,10168,734,0.9454,542207.45,C,14.98,2022-05-29
23049,8161,743,0.8409,909319.56,C,4.77,2022-12-30
23050,6884,647,0.8816,638865.5,C,3.36,2023-12-11
23051,12376,791,0.5849,771788.99,A,9.57,2023-04-06
23052,5130,699,0.9068,432890.06,C,3.69,2023-02-27
23053,4404,764,0.5064,824210.64,B,4.02,2022-11-05
23054,6578,795,0.888,316573.2,B,9.43,2023-05-16
23055,4898,709,0.6076,978124.2,A,14.48,2023-02-08
23056,164,657,0.7802,817527.86,B,3.95,2022-09-09
23057,3311,749,0.6319,14328.39,C,9.66,2022-05-17
23058,3389,617,0.5609,819756.17,A,9.1,2022-02-09
23059,996,634,0.6112,542655.66,B,10.38,2022-07-09
23060,6162,625,0.7128,584248.88,C,13.55,2023-04-17
23061,1878,750,0.9138,998345.69,A,8.67,2023-05-14
23062,10016,709,0.6751,720405.87,D,9.83,2022-02-05
23063,8104,743,0.5251,138997.43,A,9.92,2023-10-13
23064,10488,649,0.5107,756522.05,B,4.68,2023-09-02
23065,3265,648,0.5944,207516.89,B,6.01,2023-10-17
23066,1349,684,0.5234,935587.02,B,5.62,2022-01-20
23067,9996,633,0.667,271108.53,B,6.9,2022-09-28
23068,2252,827,0.6729,467126.27,B,5.78,2023-11-09
23069,11093,685,0.9375,814689.96,C,7.1,2023-09-06
23070,7291,676,0.6378,964585.44,B,11.0,2023-10-16
23071,9786,606,0.7695,165538.05,B,6.57,2022-07-06
23072,8019,651,0.8685,78351.87,C,8.86,2022-02-20
23073,6591,764,0.7309,792175.69,B,13.85,2023-10-06
23074,7659,713,0.8135,864105.63,A,13.96,2023-07-23
23075,433,753,0.9385,606039.87,D,13.72,2022-07-07
23076,5744,677,0.6459,179145.59,A,8.0,2022-07-10
23077,5248,643,0.5334,165605.57,C,11.43,2023-12-06
23078,7716,692,0.6936,465989.58,B,6.56,2023-02-27
23079,3818,644,0.7433,201961.77,B,11.88,2023-05-24
23080,1071,795,0.761,353338.38,C,14.49,2023-10-02
23081,4601,668,0.8324,796371.92,B,13.22,2023-05-24
23082,8307,826,0.9041,114701.52,A,5.56,2023-01-27
23083,9632,728,0.7251,310648.25,D,9.19,2023-06-14
23084,9983,819,0.5645,402646.23,C,13.23,2022-07-30
23085,995,585,0.6815,235189.16,B,12.74,2022-07-14
23086,4319,816,0.5699,711323.0,C,7.07,2023-05-19
23087,4732,846,0.582,474112.68,D,14.15,2022-02-16
23088,6069,817,0.5008,947156.11,C,13.06,2023-09-11
23089,7671,718,0.9184,346457.16,A,3.62,2023-08-08
23090,4768,744,0.8354,926268.6,C,14.91,2022-06-06
23091,958,764,0.5451,572586.32,A,10.96,2022-06-07
23092,8288,733,0.914,543352.49,A,12.35,2022-02-14
23093,2155,685,0.8917,242504.4,A,5.62,2022-04-06
23094,632,728,0.9095,948293.72,B,14.91,2022-08-13
23095,11877,764,0.5438,325149.03,D,9.58,2022-11-11
23096,9894,850,0.536,551155.85,B,11.1,2022-03-16
23097,6046,770,0.5305,940036.14,B,8.81,2022-06-27
23098,698,742,0.9351,852137.22,A,13.19,2023-03-19
23099,32,780,0.7972,315697.15,A,6.04,2023-11-26
23100,6210,685,0.5801,807090.2,B,4.34,2022-07-04
23101,4875,794,0.9181,683980.75,B,10.48,2022-06-15
23102,5563,799,0.6994,43040.47,B,3.34,2022-04-05
23103,8741,796,0.8535,497931.49,B,3.48,2022-01-12
23104,2249,608,0.7863,428206.1,B,5.54,2022-11-29
23105,10086,817,0.7923,662328.61,C,3.08,2022-07-19
23106,6193,643,0.6979,705799.29,C,3.87,2022-10-04
23107,11027,675,0.6777,707524.23,C,7.9,2023-06-13
23108,9896,733,0.5729,465334.41,A,7.73,2022-09-20
23109,6407,607,0.5319,947825.86,A,9.86,2023-04-27
23110,1157,755,0.9176,80344.12,A,6.1,2022-04-16
23111,8536,830,0.9215,652346.79,D,7.41,2022-02-20
23112,5296,773,0.7886,444719.52,A,11.72,2023-09-02
23113,12265,618,0.6746,240191.2,B,5.85,2023-10-18
23114,11655,648,0.5113,145300.32,A,3.27,2022-06-01
23115,6155,699,0.7014,467830.5,C,5.41,2023-08-09
23116,2249,665,0.7965,312264.57,C,7.82,2023-05-12
23117,9137,756,0.6351,227052.64,C,13.33,2022-03-22
23118,12073,673,0.6541,45953.13,A,11.81,2022-06-13
23119,10243,671,0.7125,319675.78,A,10.64,2023-01-24
23120,3286,660,0.7227,932613.13,C,7.11,2022-03-19
23121,11048,807,0.8343,543024.67,B,11.31,2022-04-12
23122,9523,667,0.7249,249000.12,A,9.94,2023-09-13
23123,2004,707,0.8804,975988.09,B,11.34,2023-09-01
23124,3616,769,0.7172,654660.49,A,14.98,2023-12-05
23125,9980,713,0.5144,512016.24,B,12.6,2022-09-08
23126,10439,715,0.5636,934149.32,A,8.48,2022-11-23
23127,3673,619,0.8232,783228.1,D,14.55,2022-02-14
23128,7459,717,0.7033,537090.88,A,5.42,2023-07-22
23129,2156,835,0.7075,16980.25,C,10.61,2023-05-05
23130,3480,664,0.9401,419903.42,A,6.95,2023-05-04
23131,11213,606,0.7572,801673.13,A,4.22,2023-08-13
23132,52,809,0.5526,292052.47,B,14.71,2023-04-23
23133,2160,711,0.6952,63870.65,C,8.95,2023-11-29
23134,4391,670,0.7526,612080.84,C,8.01,2022-05-06
23135,3652,808,0.5169,900578.68,B,4.77,2023-07-02
23136,7357,606,0.6641,988895.63,C,12.39,2023-11-25
23137,12108,778,0.9355,123445.44,A,5.65,2023-12-31
23138,2113,733,0.8381,962413.67,D,8.24,2022-06-27
23139,10814,622,0.6675,389822.59,C,8.64,2023-07-14
23140,5766,689,0.618,748102.42,A,5.05,2023-11-20
23141,1355,690,0.6274,212122.06,B,12.38,2022-03-24
23142,5621,580,0.8728,675856.15,C,12.79,2022-06-09
23143,3755,719,0.6807,674764.3,B,14.52,2023-10-18
23144,210,757,0.8794,289392.64,A,9.02,2023-03-28
23145,6233,639,0.9089,451067.15,C,7.76,2023-10-25
23146,7847,762,0.7089,420463.45,C,7.31,2023-08-25
23147,6172,800,0.9254,658465.07,C,14.31,2023-10-20
23148,238,806,0.635,977395.67,A,12.11,2023-05-11
23149,8528,723,0.617,574403.5,B,9.18,2022-12-08
23150,12031,803,0.5483,548924.54,B,11.69,2022-03-06
23151,8076,631,0.6106,344656.83,B,8.29,2022-10-31
23152,1577,660,0.8477,681028.07,C,12.25,2023-05-16
23153,8692,728,0.6817,847634.01,A,14.15,2022-01-18
23154,9757,606,0.5667,107683.12,A,5.58,2022-10-28
23155,8983,811,0.5482,248940.35,A,7.43,2023-01-19
23156,3541,690,0.7206,597121.86,C,10.79,2022-07-01
23157,11315,658,0.7427,93176.34,B,9.25,2023-07-07
23158,9328,706,0.8575,354181.04,B,8.83,2023-12-06
23159,12137,761,0.8217,484715.7,B,13.06,2022-11-30
23160,10541,698,0.5752,807748.52,A,12.0,2023-07-16
23161,7258,845,0.6246,531335.59,A,9.3,2022-01-29
23162,150,757,0.8122,386274.48,C,5.95,2023-10-17
23163,11399,780,0.5813,155916.88,B,12.31,2023-12-15
23164,11721,649,0.8615,210400.21,C,8.26,2023-02-18
23165,1625,737,0.7958,522944.12,A,14.05,2022-01-31
23166,7662,677,0.7414,806612.93,A,3.04,2023-06-28
23167,2575,784,0.7899,405082.76,A,9.82,2023-01-04
23168,4429,665,0.5449,235529.09,C,10.39,2022-11-03
23169,7530,664,0.7466,385191.66,A,4.65,2022-01-22
23170,4270,794,0.7031,64742.21,A,9.08,2022-02-24
23171,7770,712,0.7308,535509.33,B,4.39,2022-03-24
23172,11477,826,0.652,83526.69,A,7.8,2022-02-18
23173,2109,720,0.7107,851433.29,B,11.12,2023-06-23
23174,3948,655,0.8975,765617.19,B,11.19,2023-06-06
23175,7900,677,0.6552,706298.6,D,8.76,2022-01-08
23176,4915,634,0.5202,945624.09,C,12.94,2022-06-13
23177,6668,838,0.6154,890268.12,B,9.93,2023-02-01
23178,2264,601,0.7045,12698.13,C,10.22,2023-07-18
23179,9805,614,0.7401,781408.46,A,5.1,2023-12-28
23180,3816,607,0.6922,589433.79,C,8.62,2022-10-21
23181,578,749,0.872,441162.71,B,3.59,2022-09-11
23182,423,719,0.9118,294307.48,C,6.09,2022-09-08
23183,2764,708,0.7191,204185.41,B,5.47,2022-04-12
23184,1230,679,0.5341,883529.13,A,7.49,2023-02-28
23185,3177,826,0.6894,369436.54,A,8.67,2022-10-02
23186,8946,602,0.5816,453700.49,B,5.73,2022-03-10
23187,688,692,0.6276,715883.31,C,3.72,2023-03-27
23188,723,776,0.8748,787977.3,A,7.17,2023-06-25
23189,747,743,0.7409,629111.42,A,4.21,2022-09-23
23190,4338,635,0.8729,425350.83,C,4.64,2023-02-01
23191,2713,589,0.9435,73446.06,A,12.69,2022-11-01
23192,708,712,0.7454,615575.22,B,7.99,2023-06-16
23193,8627,731,0.9105,847813.89,B,7.16,2023-01-10
23194,484,770,0.8076,55109.46,A,3.78,2023-05-27
23195,11711,822,0.5458,359669.63,D,7.75,2022-10-19
23196,1534,769,0.6881,255173.46,D,9.71,2023-02-13
23197,170,694,0.7965,544913.31,D,6.95,2023-12-31
23198,1021,813,0.8174,20727.85,D,9.76,2023-08-02
23199,7094,660,0.8873,883743.57,D,14.99,2023-12-29
23200,6467,772,0.7868,793755.17,A,7.95,2023-02-22
23201,848,837,0.5405,113138.94,B,9.76,2022-11-30
23202,8888,810,0.5641,893522.67,C,5.21,2022-02-07
23203,3347,593,0.6477,769691.02,C,11.27,2022-06-20
23204,4014,593,0.6323,957081.73,A,3.13,2022-05-13
23205,8079,623,0.5997,266062.68,A,5.2,2023-06-15
23206,32,789,0.7778,856654.07,D,7.39,2023-04-19
23207,8369,619,0.6934,154148.7,D,12.01,2023-05-29
23208,11157,613,0.8082,699322.37,C,11.75,2022-02-20
23209,10305,814,0.6741,81098.3,A,13.59,2023-05-09
23210,7878,813,0.6233,717051.05,B,14.6,2022-03-02
23211,6171,808,0.7477,160241.31,A,5.33,2022-10-16
23212,7831,707,0.5435,737660.59,C,14.4,2022-07-27
23213,12079,788,0.9449,445333.03,A,5.9,2023-04-12
23214,9695,659,0.795,143279.32,C,10.43,2022-11-30
23215,2316,755,0.555,575632.92,A,4.94,2023-06-01
23216,10837,812,0.7801,34454.72,A,3.26,2022-04-10
23217,66,844,0.5335,244832.66,B,6.79,2022-12-04
23218,12421,697,0.7278,299336.92,A,5.66,2022-12-11
23219,1929,745,0.6309,992145.02,C,7.1,2023-07-30
23220,5012,721,0.8153,796539.03,D,6.35,2023-10-11
23221,7534,826,0.7192,318932.94,D,4.39,2023-01-31
23222,6226,756,0.8536,371311.28,B,5.5,2023-01-10
23223,5448,843,0.6034,443938.39,B,4.05,2022-03-30
23224,585,747,0.7953,790967.25,C,9.36,2022-04-08
23225,6471,604,0.8095,684026.44,A,12.93,2022-07-21
23226,6686,770,0.7149,546281.24,B,9.87,2023-09-22
23227,5245,594,0.8862,452555.23,A,6.9,2022-10-05
23228,8155,595,0.566,261734.41,A,13.16,2022-11-28
23229,7952,706,0.8413,458960.95,C,4.84,2022-10-03
23230,1749,846,0.5594,778631.38,A,12.91,2022-12-22
23231,7671,607,0.5706,453220.59,B,10.4,2022-01-27
23232,2205,842,0.5907,528659.75,C,5.41,2023-11-25
23233,11823,731,0.7975,345183.54,B,5.5,2023-06-07
23234,1893,647,0.7876,490640.94,A,3.71,2023-11-16
23235,7019,616,0.7006,762324.06,A,13.63,2023-06-06
23236,10622,614,0.6415,922876.27,B,12.02,2022-01-06
23237,3094,713,0.7757,500894.77,B,14.19,2023-03-26
23238,974,740,0.5649,156594.5,A,5.72,2023-01-20
23239,4025,803,0.7829,776522.95,A,3.54,2023-06-06
23240,10835,689,0.5054,761216.47,B,8.94,2023-07-10
23241,9635,681,0.565,679079.6,A,6.78,2023-02-10
23242,6616,761,0.8186,587432.68,C,7.98,2022-08-12
23243,4330,726,0.8933,327287.88,A,8.57,2023-10-19
23244,6716,795,0.534,750639.08,C,12.51,2022-07-14
23245,1478,718,0.7874,984218.27,C,11.6,2023-09-11
23246,5690,767,0.5279,474538.72,D,12.35,2023-08-31
23247,8963,667,0.8955,171172.62,C,5.72,2023-07-01
23248,7330,826,0.6762,232711.97,C,3.5,2023-08-13
23249,6445,765,0.8335,264618.33,A,13.53,2023-12-25
23250,8498,667,0.5777,639720.06,A,7.48,2022-10-07
23251,2,731,0.8876,769239.51,B,7.02,2022-11-06
23252,8463,846,0.6931,355860.68,A,11.86,2022-01-03
23253,11407,779,0.594,734402.27,C,4.46,2023-11-12
23254,6844,825,0.7576,97119.25,A,7.44,2022-05-05
23255,9056,795,0.6297,898152.28,C,8.5,2022-06-05
23256,5973,653,0.6292,77018.54,C,14.85,2023-12-26
23257,7904,739,0.5515,804329.47,B,12.24,2022-04-29
23258,5106,834,0.5963,713159.73,C,13.36,2022-02-05
23259,10932,596,0.859,648909.67,B,12.85,2023-07-28
23260,7703,717,0.7356,70198.16,D,6.43,2023-09-18
23261,2915,585,0.6597,524123.41,A,5.08,2022-05-06
23262,5157,798,0.9182,131445.92,B,14.29,2023-06-19
23263,8299,580,0.8588,445024.88,A,3.74,2022-02-16
23264,3169,643,0.6396,177965.06,A,9.83,2023-05-22
23265,2600,788,0.5498,163073.17,B,7.03,2022-08-21
23266,5717,580,0.583,576542.72,A,11.68,2023-08-23
23267,2236,768,0.8038,290973.67,C,6.06,2023-10-19
23268,2800,826,0.7534,773049.68,B,12.17,2023-04-19
23269,7014,836,0.9413,260234.63,A,8.31,2022-12-20
23270,9704,753,0.5061,342441.86,A,9.15,2023-06-01
23271,5474,688,0.8946,595819.72,A,12.24,2022-07-09
23272,19,639,0.5064,18243.47,B,10.62,2022-04-23
23273,859,622,0.6911,843164.85,B,11.49,2022-11-09
23274,9609,617,0.9125,100721.92,A,10.26,2022-05-13
23275,5381,837,0.7963,36659.11,D,13.82,2022-12-12
23276,3033,661,0.7625,775410.45,B,5.97,2022-12-07
23277,4506,800,0.6411,801749.28,A,6.33,2023-09-27
23278,9619,690,0.9348,640643.9,A,12.66,2022-07-13
23279,5790,844,0.5757,833233.49,D,3.68,2023-04-28
23280,2532,715,0.6214,918093.25,B,6.77,2022-12-07
23281,7472,602,0.7038,232236.87,A,14.03,2023-04-07
23282,4720,638,0.5568,454788.99,C,7.05,2022-01-26
23283,4864,845,0.6906,410824.46,C,14.17,2023-06-04
23284,4039,719,0.5177,176700.15,B,13.09,2023-03-05
23285,12306,695,0.9159,272684.23,A,12.93,2022-11-14
23286,10424,783,0.645,414955.43,A,4.28,2023-02-04
23287,2453,737,0.7852,110569.6,C,3.31,2023-09-06
23288,2847,775,0.8917,759185.96,A,13.27,2023-10-24
23289,8065,791,0.8682,612764.21,B,11.52,2023-11-20
23290,11395,620,0.893,923569.8,A,7.51,2022-02-25
23291,6623,586,0.8241,40898.59,A,7.04,2022-01-23
23292,10009,684,0.5872,653965.21,B,3.9,2023-01-27
23293,9973,624,0.6649,787366.06,B,9.5,2022-11-23
23294,12296,617,0.7304,515331.09,A,9.19,2022-08-08
23295,8897,743,0.6516,966153.83,A,10.6,2023-10-28
23296,9534,660,0.9299,47945.8,A,12.09,2023-06-18
23297,3463,637,0.8631,529071.89,B,7.07,2022-08-08
23298,11783,702,0.8595,319784.54,A,9.06,2022-11-25
23299,1160,774,0.6625,973810.96,B,7.81,2023-04-05
23300,4627,772,0.8397,957418.23,A,3.47,2023-08-12
23301,7057,683,0.7763,105935.27,B,5.75,2022-04-09
23302,3723,691,0.6688,399227.73,B,13.18,2023-09-22
23303,11631,711,0.6387,228450.43,C,9.19,2022-11-18
23304,3561,675,0.855,831640.32,D,10.39,2022-01-03
23305,11275,662,0.7686,912645.02,D,11.03,2023-04-30
23306,6118,749,0.5166,886600.47,C,13.74,2022-07-18
23307,6590,628,0.5098,363403.25,C,8.32,2022-02-05
23308,9908,714,0.8789,309166.79,A,13.96,2022-08-02
23309,6850,844,0.5404,679517.58,C,14.91,2022-03-23
23310,2244,778,0.7337,931740.71,A,11.77,2023-09-12
23311,8178,614,0.7739,71119.91,A,12.38,2023-02-24
23312,1761,783,0.9122,66885.46,B,14.49,2023-04-19
23313,5443,820,0.7315,409518.25,A,9.49,2023-03-23
23314,12200,622,0.5873,424292.54,A,9.09,2022-01-07
23315,9989,843,0.6173,497929.84,B,3.08,2022-09-06
23316,7680,657,0.522,504303.85,B,6.02,2023-07-10
23317,2676,615,0.5999,469569.47,D,9.74,2022-02-27
